assists,birth_date,bonus,bps,can_select,can_transact,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,clean_sheets_per_90,code,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,creativity_rank,creativity_rank_type,defensive_contribution,direct_freekicks_order,direct_freekicks_text,dreamteam_count,element_type,ep_next,ep_this,event_points,expected_assists,expected_assists_per_90,expected_goal_involvements,expected_goal_involvements_per_90,expected_goals,expected_goals_conceded,expected_goals_conceded_per_90,expected_goals_per_90,first_name,form,form_rank,form_rank_type,goals_conceded,goals_conceded_per_90,goals_scored,has_temporary_code,ict_index,ict_index_rank,ict_index_rank_type,id,in_dreamteam,influence,influence_rank,influence_rank_type,minutes,news,news_added,now_cost,now_cost_rank,now_cost_rank_type,opta_code,own_goals,penalties_missed,penalties_order,penalties_saved,penalties_text,photo,points_per_game,points_per_game_rank,points_per_game_rank_type,red_cards,region,removed,saves,saves_per_90,second_name,selected_by_percent,selected_rank,selected_rank_type,special,squad_number,starts,starts_per_90,status,team,team_code,team_join_date,threat,threat_rank,threat_rank_type,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,07/12/1999,0,0,TRUE,TRUE,None,None,0,0,492368,None,,0,0,0,0,0,441,170,0,None,,0,2,0.5,None,0,0,0,0,0,0,0,0,0,Isaac,0,74,39,0,0,0,FALSE,0,451,172,349,FALSE,0,451,172,0,,None,40,618,181,p492368,0,0,None,0,,492368.jpg,0,454,172,0,207,FALSE,0,0,Schmidt,0.3,356,138,FALSE,None,0,0,a,11,2,30/08/2024,0,411,163,0,0,0,0,0,0,0,Schmidt,0
0,22/10/2000,0,0,TRUE,TRUE,None,None,0,0,427637,None,,0,0,0,0,0,644,286,0,2,,0,3,1.5,None,0,0,0,0,0,0,0,0,0,Brenden,0,509,195,0,0,0,FALSE,0,644,286,350,FALSE,0,644,286,0,,None,55,159,103,p427637,0,0,None,0,,427637.jpg,0,644,286,0,229,FALSE,0,0,Aaronson,0.1,527,190,FALSE,None,0,0,a,11,2,01/07/2022,0,641,283,0,0,0,0,0,0,0,Aaronson,0
0,05/11/2003,0,0,TRUE,TRUE,None,None,0,0,492859,None,,0,0,0,0,0,652,292,0,None,,0,3,1.5,None,0,0,0,0,0,0,0,0,0,Wilfried,0,536,211,0,0,0,FALSE,0,652,292,351,FALSE,0,652,292,0,,None,55,186,119,p492859,0,0,None,0,,492859.jpg,0,652,292,0,106,FALSE,0,0,Gnonto,0.8,213,72,FALSE,None,0,0,a,11,2,01/09/2022,0,650,290,0,0,0,0,0,0,0,Gnonto,0
3,20/11/1996,4,291,TRUE,TRUE,None,None,7,0.3,221399,None,,0,0,0,0,527.7,64,51,0,None,,0,3,1.5,None,0,3.12,0.14,6.66,0.29,3.54,31.23,1.36,0.15,Jack,0,498,189,27,1.18,1,FALSE,108.6,120,73,352,FALSE,277,211,102,2068,,None,55,148,97,p221399,0,0,None,0,,221399.jpg,2.4,198,86,0,241,FALSE,0,0,Harrison,0.2,411,133,FALSE,None,24,1.04,a,11,2,02/07/2021,288,106,73,81,0,0,0,0,0,14.7,Harrison,0
0,10/11/1997,0,0,TRUE,TRUE,None,None,0,0,200617,2,,0,0,0,0,0,640,283,0,None,,0,3,1.5,None,0,0,0,0,0,0,0,0,0,Daniel,0,486,181,0,0,0,FALSE,0,640,283,353,FALSE,0,640,283,0,,None,55,136,89,p200617,0,0,None,0,,200617.jpg,0,640,283,0,244,FALSE,0,0,James,1,191,67,FALSE,None,0,0,a,11,2,31/08/2021,0,637,280,0,0,0,0,0,0,0,James,0
0,14/09/2000,0,0,TRUE,TRUE,None,None,0,0,199598,None,,0,0,0,0,0,598,251,0,None,,0,3,1,None,0,0,0,0,0,0,0,0,0,Ethan,0,357,98,0,0,0,FALSE,0,600,251,354,FALSE,0,600,251,0,,None,50,242,153,p199598,0,0,None,0,,199598.jpg,0,601,252,0,244,FALSE,0,0,Ampadu,0.2,464,154,FALSE,None,0,0,a,11,2,19/07/2023,0,587,246,0,0,0,0,0,0,0,Ampadu,0
0,26/01/2002,0,0,TRUE,TRUE,None,None,0,0,248937,None,,0,0,0,0,0,604,256,0,None,,0,3,1,None,0,0,0,0,0,0,0,0,0,Sam,0,393,120,0,0,0,FALSE,0,606,256,355,FALSE,0,606,256,0,,None,50,278,175,p248937,0,0,None,0,,248937.jpg,0,607,257,0,241,FALSE,0,0,Greenwood,0.1,469,156,FALSE,None,0,0,a,11,2,09/01/2021,0,595,251,0,0,0,0,0,0,0,Greenwood,0
0,06/05/2000,0,0,TRUE,TRUE,None,None,0,0,486520,1,,0,0,0,0,0,620,267,0,1,,0,3,1,None,0,0,0,0,0,0,0,0,0,Ilia,0,426,139,0,0,0,FALSE,0,621,267,356,FALSE,0,621,267,0,,None,50,311,194,p486520,0,0,None,0,,486520.jpg,0,621,267,0,34,FALSE,0,0,Gruev,0.1,553,209,FALSE,None,0,0,a,11,2,31/08/2023,0,613,264,0,0,0,0,0,0,0,Gruev,0
0,27/02/2001,0,0,TRUE,TRUE,None,None,0,0,433952,None,,0,0,0,0,0,608,258,0,None,,0,3,1,None,0,0,0,0,0,0,0,0,0,Largie,0,401,124,0,0,0,FALSE,0,611,259,357,FALSE,0,611,259,0,,None,50,286,179,p433952,0,0,None,0,,433952.jpg,0,611,259,0,21,FALSE,0,0,Ramazani,0.1,509,181,FALSE,None,0,0,a,11,2,22/08/2024,0,600,254,0,0,0,0,0,0,0,Ramazani,0
0,10/09/1998,0,0,TRUE,TRUE,None,None,0,0,248056,None,,0,0,0,0,0,603,255,0,None,,0,3,1,None,0,0,0,0,0,0,0,0,0,Tanaka,0,392,119,0,0,0,FALSE,0,605,255,358,FALSE,0,605,255,0,,None,50,277,174,p248056,0,0,None,0,,248056.jpg,0,606,256,0,108,FALSE,0,0,Ao,0.5,262,86,FALSE,None,0,0,a,11,2,30/08/2024,0,594,250,0,0,0,0,0,0,0,Tanaka,0
0,15/06/2006,0,0,TRUE,TRUE,None,None,0,0,536119,None,,0,0,0,0,0,548,222,0,None,,0,3,0.5,None,0,0,0,0,0,0,0,0,0,Charlie,0,268,45,0,0,0,FALSE,0,552,222,359,FALSE,0,552,222,0,,None,45,490,267,p536119,0,0,None,0,,536119.jpg,0,554,223,0,244,FALSE,0,0,Crew,0.1,541,199,FALSE,None,0,0,a,11,2,28/03/2024,0,531,215,0,0,0,0,0,0,0,Crew,0
0,04/05/2002,0,0,TRUE,TRUE,None,None,0,0,462635,None,,0,0,0,0,0,517,200,0,None,,0,3,0.5,None,0,0,0,0,0,0,0,0,0,Joe,0,219,19,0,0,0,FALSE,0,521,200,360,FALSE,0,521,200,0,,None,45,441,241,p462635,0,0,None,0,,462635.jpg,0,524,201,0,241,FALSE,0,0,Gelhardt,0.4,307,100,FALSE,None,0,0,a,11,2,07/02/2021,0,497,192,0,0,0,0,0,0,0,Gelhardt,0
0,18/02/2004,0,0,TRUE,TRUE,None,None,0,0,470294,None,,0,0,0,0,0,520,202,0,None,,0,3,0.5,None,0,0,0,0,0,0,0,0,0,Darko,0,223,21,0,0,0,FALSE,0,524,202,361,FALSE,0,524,202,0,,None,45,445,243,p470294,0,0,None,0,,470294.jpg,0,527,203,0,241,FALSE,0,0,Gyabi,0.1,562,217,FALSE,None,0,0,a,11,2,04/07/2022,0,500,194,0,0,0,0,0,0,0,Gyabi,0
0,02/08/1999,0,0,TRUE,TRUE,None,None,0,0,235826,None,,0,0,0,0,0,643,62,0,3,,0,4,1.2,None,0,0,0,0,0,0,0,0,0,Joël,0,506,35,0,0,0,FALSE,0,643,62,362,FALSE,0,643,62,0,,None,55,156,31,p235826,0,0,2,0,,235826.jpg,0,643,62,0,152,FALSE,0,0,Piroe,3.4,90,18,FALSE,None,0,0,a,11,2,24/08/2023,0,640,62,0,0,0,0,0,0,0,Piroe,0
0,05/09/1993,0,0,TRUE,TRUE,None,None,0,0,106617,None,,0,0,0,0,0,592,54,0,None,,0,4,0.9,None,0,0,0,0,0,0,0,0,0,Patrick,0,335,22,0,0,0,FALSE,0,595,54,363,FALSE,0,595,54,0,,None,50,220,40,p106617,0,0,None,0,,106617.jpg,0,596,54,0,241,FALSE,0,0,Bamford,3.2,98,19,FALSE,None,0,0,a,11,2,31/07/2018,0,581,54,0,0,0,0,0,0,0,Bamford,0
0,19/10/2003,0,0,TRUE,TRUE,None,None,0,0,565297,None,,0,0,0,0,0,628,60,0,None,,0,4,0.9,None,0,0,0,0,0,0,0,0,0,Mateo,0,450,30,0,0,0,FALSE,0,629,60,364,FALSE,0,629,60,0,,None,50,335,48,p565297,0,0,None,0,,565297.jpg,0,629,60,0,200,FALSE,0,0,Joseph Fernández-Regatillo,0.3,383,59,FALSE,None,0,0,a,11,2,04/11/2022,0,621,60,0,0,0,0,0,0,0,Mateo Joseph,0
0,14/12/1998,0,0,TRUE,TRUE,None,None,0,0,174594,None,,0,0,0,0,0,596,55,0,None,,0,4,0.9,None,0,0,0,0,0,0,0,0,0,Lukas,0,352,23,0,0,0,FALSE,0,599,55,365,FALSE,0,599,55,0,,None,50,237,41,p174594,0,0,None,0,,174594.jpg,0,600,55,0,80,FALSE,0,0,Nmecha,0.8,204,40,FALSE,None,0,0,a,11,2,01/07/2025,0,585,55,0,0,0,0,0,0,0,Nmecha,0
1,30/10/1997,0,131,TRUE,TRUE,None,None,2,0.23,180135,None,,0,0,0,0,78.4,253,142,0,None,,0,3,1,None,0,0.22,0.03,0.82,0.1,0.6,11.32,1.3,0.07,Sean,0,353,96,11,1.26,0,FALSE,27.3,288,143,493,FALSE,117.2,293,141,783,,None,50,238,151,p180135,0,0,None,0,,180135.jpg,1.4,316,147,0,241,FALSE,0,0,Longstaff,0.4,309,101,FALSE,None,8,0.92,a,11,2,18/07/2025,76,241,133,34,0,0,0,0,0,6.8,Longstaff,2
0,15/11/1998,0,0,TRUE,TRUE,None,None,0,0,466525,None,,0,0,0,0,0,616,263,0,None,,0,3,1,None,0,0,0,0,0,0,0,0,0,Anton,0,416,133,0,0,0,FALSE,0,618,264,660,FALSE,0,618,264,0,,None,50,301,188,p466525,0,0,None,0,,466525.jpg,0,618,264,0,80,FALSE,0,0,Stach,0.1,542,200,FALSE,None,0,0,a,11,2,22/07/2025,0,609,260,0,0,0,0,0,0,0,Stach,0
0,10/12/1997,0,0,TRUE,TRUE,None,None,0,0,201595,None,,0,0,0,0,0,490,65,0,None,,0,1,1.8,None,0,0,0,0,0,0,0,0,0,Lucas Estella,0,165,53,0,0,0,FALSE,0,495,70,665,FALSE,0,495,70,0,,None,45,387,24,p201595,0,0,None,0,,201595.jpg,0,498,70,0,30,FALSE,0,0,Perri,0.2,391,53,FALSE,None,0,0,a,11,2,26/07/2025,0,469,54,0,0,0,0,0,0,0,Perri,0
0,02/10/1992,9,451,TRUE,TRUE,None,None,10,0.36,116535,None,,0,0,0,0,13,333,10,0,None,,0,1,5,None,0,0.2,0.01,0.2,0.01,0,27.1,0.97,0,Alisson,0,467,74,29,1.04,0,FALSE,64,211,12,366,FALSE,628.8,72,12,2508,,None,55,117,2,p116535,0,0,None,0,,116535.jpg,4,41,7,0,30,FALSE,78,2.8,Becker,10.5,42,7,FALSE,None,28,1,a,12,14,19/07/2018,0,631,74,112,0,0,0,0,0,20.4,A.Becker,0
0,29/09/2000,0,0,TRUE,TRUE,None,None,0,0,449027,None,,0,0,0,0,0,509,69,0,None,,0,1,3.3,None,0,0,0,0,0,0,0,0,0,Giorgi,0,210,57,0,0,0,FALSE,0,513,73,367,FALSE,0,513,73,0,,None,45,432,28,p449027,0,0,None,0,,449027.jpg,0,516,73,0,79,FALSE,0,0,Mamardashvili,0.6,230,31,FALSE,None,0,0,a,12,14,27/08/2024,0,489,58,0,0,0,0,0,0,0,Mamardashvili,0
0,24/02/2005,0,0,TRUE,TRUE,None,None,0,0,586268,None,,0,0,0,0,0,467,58,0,None,,0,1,2,None,0,0,0,0,0,0,0,0,0,Ármin,0,110,43,0,0,0,FALSE,0,476,67,368,FALSE,0,476,67,0,,None,40,654,75,p586268,0,0,None,0,,586268.jpg,0,479,67,0,98,FALSE,0,0,Pécsi,0.1,515,71,FALSE,None,0,0,a,12,14,07/06/2025,0,443,45,0,0,0,0,0,0,0,Pécsi,0
0,04/03/1997,0,0,TRUE,TRUE,None,None,0,0,155503,None,,0,0,0,0,0,393,32,0,None,,0,1,2,None,0,0,0,0,0,0,0,0,0,Freddie,0,19,15,0,0,0,FALSE,0,404,42,369,FALSE,0,404,42,0,,None,40,563,47,p155503,0,0,None,0,,155503.jpg,0,407,42,0,241,FALSE,0,0,Woodman,0.1,490,67,FALSE,None,0,0,a,12,14,01/07/2025,0,359,17,0,0,0,0,0,0,0,Woodman,0
0,10/12/2000,0,0,TRUE,TRUE,None,None,0,0,216094,None,,0,0,0,0,0,660,222,0,None,,0,2,5,None,0,0,0,0,0,0,0,0,0,Jeremie,0,575,217,0,0,0,FALSE,0,660,222,370,FALSE,0,660,222,0,,None,60,94,4,p216094,0,0,None,0,,216094.jpg,0,660,222,0,152,FALSE,0,0,Frimpong,27.4,8,2,FALSE,None,0,0,a,12,14,01/06/2025,0,659,222,0,0,0,0,0,0,0,Frimpong,0
6,07/11/2003,10,550,TRUE,TRUE,None,None,9,0.24,544877,None,,0,0,0,0,642,42,5,0,None,,0,2,5,None,0,2.57,0.07,3.17,0.09,0.6,48.69,1.31,0.02,Milos,0,590,222,45,1.21,2,FALSE,157.3,64,6,371,FALSE,694,51,18,3336,,None,60,109,9,p544877,0,0,None,0,,544877.jpg,3.5,90,15,0,98,FALSE,0,0,Kerkez,11.6,37,14,FALSE,None,38,1.03,a,12,14,26/06/2025,238,124,18,134,0,0,0,0,0,22.3,Kerkez,4
1,11/03/1994,4,397,TRUE,TRUE,None,None,10,0.36,122798,4,,0,0,0,0,668.7,38,4,0,None,,0,2,5,None,0,4.27,0.16,5.39,0.2,1.12,26.9,0.98,0.04,Andrew,0,563,215,32,1.16,0,FALSE,124.4,97,18,372,FALSE,395.4,159,54,2479,,None,60,82,2,p122798,1,0,None,0,,122798.jpg,2.8,162,52,1,243,FALSE,0,0,Robertson,2.2,126,44,FALSE,None,29,1.05,a,12,14,21/07/2017,182,165,33,91,0,0,0,0,0,15.2,Robertson,3
1,08/07/1991,8,631,TRUE,TRUE,None,None,14,0.38,97032,None,,0,0,0,0,206.6,170,37,0,3,,0,2,5,None,0,0.98,0.03,3.2,0.09,2.22,36.13,0.98,0.06,Virgil,0,560,214,38,1.03,3,FALSE,143.7,79,9,373,FALSE,932.6,12,2,3330,,None,60,79,1,p97032,0,0,None,0,,97032.jpg,3.9,51,4,0,152,FALSE,0,0,van Dijk,20.8,15,6,FALSE,None,37,1,a,12,14,01/01/2018,299,104,10,143,0,0,0,0,0,23.8,Virgil,5
2,25/05/1999,4,487,TRUE,TRUE,None,None,11,0.39,204716,None,,0,0,0,0,161.4,198,52,0,None,,0,2,4.3,None,0,0.91,0.03,2.71,0.09,1.8,26.67,0.94,0.06,Ibrahima,0,490,198,28,0.98,1,FALSE,87.6,150,43,374,FALSE,578,98,34,2561,,None,55,140,16,p204716,0,0,None,0,,204716.jpg,3.4,99,21,0,73,FALSE,0,0,Konaté,2.7,109,35,FALSE,None,30,1.05,a,12,14,01/07/2021,133,193,53,106,0,0,0,0,0,19.3,Konaté,5
2,09/07/2003,3,160,TRUE,TRUE,None,None,3,0.36,492777,None,,0,0,0,0,110.5,229,71,0,None,,0,2,3.6,None,0,1.43,0.17,2.13,0.25,0.7,12.4,1.5,0.08,Conor,0,431,189,10,1.21,0,FALSE,42.8,254,83,375,FALSE,156.2,276,101,744,,None,50,316,58,p492777,0,0,None,0,,492777.jpg,2.2,223,79,0,242,FALSE,0,0,Bradley,0.7,221,76,FALSE,None,7,0.85,a,12,14,25/09/2023,162,175,42,41,0,0,0,0,0,8.2,Bradley,4
0,23/05/1997,0,83,TRUE,TRUE,None,None,1,0.17,171287,None,,0,0,0,0,38.5,293,108,0,None,,0,2,3.6,None,0,0.09,0.02,0.42,0.08,0.33,5.38,0.94,0.06,Joe,0,348,167,8,1.39,0,FALSE,22.8,299,109,376,FALSE,130.4,289,104,517,,None,50,233,36,p171287,0,0,None,0,,171287.jpg,1.6,291,104,0,241,FALSE,0,0,Gomez,0.2,450,179,FALSE,None,6,1.04,a,12,14,20/06/2015,58,255,88,14,0,0,0,0,0,2.8,Gomez,1
1,12/05/1996,3,217,TRUE,TRUE,None,None,4,0.43,214285,3,,0,0,0,0,260.7,141,28,0,None,,0,2,3.6,None,0,2.32,0.25,2.71,0.29,0.39,9.03,0.98,0.04,Konstantinos,0,373,171,8,0.87,0,FALSE,52.5,234,70,377,FALSE,202,249,91,829,,None,50,258,40,p214285,0,0,None,0,,214285.jpg,2.4,191,66,0,83,FALSE,0,0,Tsimikas,0.1,511,195,FALSE,None,9,0.98,a,12,14,10/08/2020,60,252,86,43,0,0,0,0,0,8.6,Tsimikas,2
0,18/11/2006,0,0,TRUE,TRUE,None,None,0,0,611926,None,,0,0,0,0,0,474,195,0,None,,0,2,2,None,0,0,0,0,0,0,0,0,0,Amara,0,120,76,0,0,0,FALSE,0,483,196,378,FALSE,0,483,196,0,,None,40,664,218,p611926,0,0,None,0,,611926.jpg,0,486,196,0,241,FALSE,0,0,Nallo,0.2,442,176,FALSE,None,0,0,a,12,14,27/02/2024,0,451,194,0,0,0,0,0,0,0,Nallo,0
0,03/02/2001,0,0,TRUE,TRUE,None,None,0,0,219937,None,,0,0,0,0,0,401,146,0,None,,0,2,2,None,0,0,0,0,0,0,0,0,0,Rhys,0,29,11,0,0,0,FALSE,0,411,148,379,FALSE,0,411,148,0,,None,40,573,153,p219937,0,0,None,0,,219937.jpg,0,414,148,0,241,FALSE,0,0,Williams,0.3,379,152,FALSE,None,0,0,a,12,14,23/09/2020,0,368,137,0,0,0,0,0,0,0,R.Williams,0
0,31/07/2003,0,0,TRUE,TRUE,None,None,0,0,489580,None,,0,0,0,0,0,438,168,0,None,,0,2,2,None,0,0,0,0,0,0,0,0,0,Calvin,0,71,37,0,0,0,FALSE,0,448,170,380,FALSE,0,448,170,0,,None,40,615,179,p489580,0,0,None,0,,489580.jpg,0,451,170,0,243,FALSE,0,0,Ramsay,0.2,393,157,FALSE,None,0,0,a,12,14,19/06/2022,0,408,161,0,0,0,0,0,0,0,Ramsay,0
18,15/06/1992,55,1133,TRUE,TRUE,None,None,15,0.4,118748,None,,0,0,0,0,1199.2,3,3,0,4,,0,3,5,None,0,8.99,0.24,33.69,0.9,24.7,37.83,1.01,0.66,Mohamed,0,668,300,40,1.07,29,FALSE,476,1,1,381,FALSE,1577,1,1,3374,,None,145,1,1,p118748,0,0,1,0,,118748.jpg,9.1,1,1,0,63,FALSE,0,0,Salah,55.7,1,1,FALSE,None,38,1.01,a,12,14,01/07/2017,1985,1,1,344,0,0,0,0,0,23.7,M.Salah,1
0,03/05/2003,0,0,TRUE,TRUE,None,None,0,0,494595,None,,0,0,0,0,0,666,300,0,None,,0,3,3.7,None,0,0,0,0,0,0,0,0,0,Florian,0,659,296,0,0,0,FALSE,0,666,300,382,FALSE,0,666,300,0,,None,85,11,7,p494595,0,0,None,0,,494595.jpg,0,666,300,0,80,FALSE,0,0,Wirtz,35.1,4,3,FALSE,None,0,0,a,12,14,20/06/2025,0,666,300,0,0,0,0,0,0,0,Wirtz,0
7,13/01/1997,21,634,FALSE,TRUE,0,None,15,0.56,244731,None,,0,0,0,0,748,26,25,0,None,,0,3,0,None,0,4.34,0.16,16.24,0.61,11.9,24.44,0.92,0.45,Luis,0,654,291,21,0.79,13,FALSE,246.4,10,7,383,FALSE,770.8,33,9,2393,Has joined Bayern Munch permanently.,2025-07-30T14:05:01.491481Z,80,16,10,p244731,0,0,None,0,,244731.jpg,5.1,10,5,0,48,FALSE,0,0,Díaz Marulanda,1.6,150,50,FALSE,None,28,1.05,u,12,14,30/01/2022,946,14,6,183,0,0,0,0,0,22.9,Luis Díaz,2
5,07/05/1999,22,572,TRUE,TRUE,None,None,5,0.23,243298,None,,0,0,0,0,517.7,66,53,0,None,,0,3,3.5,None,0,3.76,0.18,10.87,0.51,7.12,21.51,1.01,0.33,Cody,0,649,288,25,1.17,10,FALSE,180.3,51,37,384,FALSE,597,91,39,1921,,None,75,27,16,p243298,0,0,2,0,,243298.jpg,3.6,83,42,0,152,FALSE,0,0,Gakpo,2.2,123,38,FALSE,None,23,1.08,a,12,14,01/01/2023,686,39,25,127,0,0,0,0,0,16.9,Gakpo,5
0,25/10/1997,0,16,TRUE,TRUE,None,None,0,0,223541,None,,0,0,0,0,23.5,318,165,0,None,,0,3,3.2,None,0,0.15,0.13,0.49,0.43,0.34,2.8,2.45,0.3,Federico,0,606,256,3,2.62,0,FALSE,6.7,348,166,385,FALSE,9,364,171,103,,None,65,56,39,p223541,0,0,None,0,,223541.jpg,1.2,331,157,0,106,FALSE,0,0,Chiesa,0.1,595,243,FALSE,None,1,0.87,a,12,14,29/08/2024,36,276,147,7,0,0,0,0,0,1.1,Chiesa,0
6,24/12/1998,8,578,TRUE,TRUE,None,None,14,0.49,243016,1,,0,0,0,0,731.3,29,27,0,5,,0,3,3.2,None,0,5.57,0.19,8.46,0.29,2.89,24.21,0.84,0.1,Alexis,0,608,258,24,0.83,5,FALSE,174.1,57,41,386,FALSE,653.4,64,24,2597,,None,65,58,41,p243016,0,0,3,0,,243016.jpg,3.5,91,45,0,10,FALSE,0,0,Mac Allister,1.5,156,52,FALSE,None,30,1.04,a,12,14,14/06/2023,357,87,60,122,0,0,0,0,0,18.8,Mac Allister,6
10,25/10/2000,14,605,TRUE,TRUE,None,None,12,0.43,424876,5,,0,0,0,0,794.8,19,18,0,2,,0,3,3.2,None,0,6.06,0.22,13,0.47,6.94,26.78,0.97,0.25,Dominik,0,611,260,29,1.05,6,FALSE,198.1,33,26,387,FALSE,589.8,92,40,2485,,None,65,61,43,p424876,0,0,None,0,,424876.jpg,4,42,21,0,98,FALSE,0,0,Szoboszlai,1.7,141,47,FALSE,None,29,1.05,a,12,14,02/07/2023,601,49,32,143,0,0,0,0,0,22,Szoboszlai,6
5,30/01/2001,4,396,TRUE,TRUE,None,None,6,0.32,206915,None,,0,0,0,0,343.7,104,75,0,None,,0,3,3,None,0,1.46,0.08,5.8,0.31,4.34,23.35,1.23,0.23,Curtis,0,492,185,27,1.43,3,FALSE,113.6,115,71,388,FALSE,397.2,158,73,1702,,None,55,142,93,p206915,0,0,None,0,,206915.jpg,2.6,175,75,1,241,FALSE,0,0,Jones,0.1,508,180,FALSE,None,19,1,a,12,14,06/04/2018,400,79,55,87,0,0,0,0,0,15.8,C.Jones,1
2,04/04/2003,3,120,TRUE,TRUE,None,None,0,0,444884,None,,0,0,0,0,145.8,207,127,0,None,,0,3,3,None,0,0.64,0.16,2.42,0.61,1.78,6.14,1.54,0.45,Harvey,0,521,203,6,1.5,1,FALSE,40.4,256,132,389,FALSE,118.6,292,140,359,,None,55,171,111,p444884,0,0,None,0,,444884.jpg,1.8,275,126,0,241,FALSE,0,0,Elliott,0.2,390,123,FALSE,None,2,0.5,a,12,14,28/07/2019,143,187,111,33,0,0,0,0,0,6,Elliott,1
4,16/05/2002,1,568,TRUE,TRUE,0,None,14,0.4,441266,None,,0,0,0,0,473.9,74,60,0,None,,0,3,0,None,0,3.5,0.1,4.63,0.13,1.13,33.06,0.94,0.03,Ryan,0,519,201,35,1,0,FALSE,114.7,114,70,390,FALSE,550.6,105,43,3160,Suspended until 25 Aug,2025-07-21T10:00:04.921035Z,55,169,109,p441266,0,0,None,0,,441266.jpg,2.5,188,80,1,152,FALSE,0,0,Gravenberch,0.1,520,186,FALSE,None,37,1.05,s,12,14,01/09/2023,121,204,117,92,0,0,0,0,0,16.7,Gravenberch,5
0,11/11/2005,0,0,TRUE,TRUE,None,None,0,0,496208,None,,0,0,0,0,0,624,270,0,None,,0,3,2.5,None,0,0,0,0,0,0,0,0,0,Ben,0,433,143,0,0,0,FALSE,0,625,270,391,FALSE,0,625,270,0,,None,50,318,198,p496208,0,0,None,0,,496208.jpg,0,625,270,0,243,FALSE,0,0,Doak,0.1,622,265,FALSE,None,0,0,a,12,14,08/11/2022,0,617,267,0,0,0,0,0,0,0,Doak,0
0,09/02/1993,0,82,TRUE,TRUE,None,None,0,0,158983,None,,0,0,0,0,38.2,296,158,0,None,,0,3,2.5,None,0,0.09,0.03,0.09,0.03,0,4.25,1.48,0,Endo,0,343,91,5,1.74,0,FALSE,10,332,161,392,FALSE,57.6,326,152,259,,None,50,228,146,p158983,0,0,None,0,,158983.jpg,1.1,334,158,0,108,FALSE,0,0,Wataru,0.1,532,194,FALSE,None,1,0.35,a,12,14,18/08/2023,6,331,172,21,0,0,0,0,0,4.2,Endo,0
0,22/10/2004,0,0,TRUE,TRUE,None,None,0,0,535928,None,,0,0,0,0,0,547,221,0,None,,0,3,2,None,0,0,0,0,0,0,0,0,0,Stefan,0,266,44,0,0,0,FALSE,0,551,221,393,FALSE,0,551,221,0,,None,45,488,266,p535928,0,0,None,0,,535928.jpg,0,553,222,0,200,FALSE,0,0,Bajčetić Maquieira,0.1,591,240,FALSE,None,0,0,a,12,14,11/07/2022,0,530,214,0,0,0,0,0,0,0,Bajcetic,0
0,None,0,0,TRUE,TRUE,None,None,0,0,491501,None,,0,0,0,0,0,527,207,0,None,,0,3,2,None,0,0,0,0,0,0,0,0,0,James,0,238,28,0,0,0,FALSE,0,531,207,394,FALSE,0,531,207,0,,None,45,460,250,p491501,0,0,None,0,,491501.jpg,0,534,208,0,None,FALSE,0,0,McConnell,0,647,285,FALSE,None,0,0,a,12,14,None,0,508,199,0,0,0,0,0,0,0,McConnell,0
0,31/10/2002,0,0,TRUE,TRUE,None,None,0,0,440148,None,,0,0,0,0,0,505,192,0,None,,0,3,2,None,0,0,0,0,0,0,0,0,0,Tyler,0,203,11,0,0,0,FALSE,0,509,192,395,FALSE,0,509,192,0,,None,45,425,233,p440148,0,0,None,0,,440148.jpg,0,512,193,0,241,FALSE,0,0,Morton,0,648,286,FALSE,None,0,0,a,12,14,22/07/2021,0,485,184,0,0,0,0,0,0,0,Morton,0
0,30/06/2007,0,0,TRUE,TRUE,None,None,0,0,591386,None,,0,0,0,0,0,578,239,0,None,,0,3,2,None,0,0,0,0,0,0,0,0,0,Trey,0,306,69,0,0,0,FALSE,0,582,239,396,FALSE,0,582,239,0,,None,45,528,291,p591386,0,0,None,0,,591386.jpg,0,583,240,0,241,FALSE,0,0,Nyoni,0.1,545,202,FALSE,None,0,0,a,12,14,11/11/2023,0,563,234,0,0,0,0,0,0,0,Nyoni,0
3,24/06/1999,6,244,TRUE,TRUE,None,None,2,0.16,447203,None,,0,0,0,0,151.6,202,22,0,None,,0,4,3.2,None,0,0.51,0.04,6.27,0.51,5.76,16.85,1.36,0.47,Darwin,0,614,54,21,1.7,5,FALSE,81.2,166,21,397,FALSE,263.8,216,19,1113,,None,65,64,19,p447203,0,0,None,0,,447203.jpg,2.2,226,23,0,230,FALSE,0,0,Núñez Ribeiro,1.6,144,26,FALSE,None,8,0.65,a,12,14,14/06/2022,404,78,21,66,0,0,0,0,0,10.2,Darwin,8
0,None,0,2,TRUE,TRUE,None,None,0,0,500058,None,,0,0,0,0,0.3,372,36,0,None,,0,4,2,None,0,0.01,0.09,0.01,0.09,0,0.45,4.05,0,Jayden,0,249,6,1,9,0,FALSE,0,540,39,398,FALSE,0,540,39,10,,None,45,471,55,p500058,0,0,None,0,,500058.jpg,1,355,34,0,None,FALSE,0,0,Danns,0.2,417,62,FALSE,None,0,0,a,12,14,None,0,517,39,1,0,0,0,0,0,0.2,Danns,0
